x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
-74.134674969999935,4.597661300000027,816,KR 52C X CL 42 S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1994-01-29
-74.144769211999972,4.59901217700002,846,AV BOYACA (AK 72) X CL 44 S,KENNEDY,VEHICULAR,SIN,1994-01-10
-74.141622699999971,4.588059170000065,1107,TV 44 X KR 54 Y CL 53A S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2004-04-16
-74.142099179999946,4.589270830000032,1108,KR 54 X DG 52 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2004-07-14
-74.138783079999939,4.589630430000056,1101,TV 44 X AV DEL CONGRESO EUCARISTICO  (CL 53 S) ,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2000-09-09
-74.138508489999936,4.591505520000055,1099,AV DEL CONGRESO EUCARISTICO (KR 53)  X DG 49 S,TUNJUELITO,VEHICULAR,SIN,1994-02-12
-74.136375959999953,4.58502315000004,1095,AV JORGE GAITAN CORTES (KR 33) X AV CONGRESO EUCARISTICO (CL 51 S) ,TUNJUELITO,VEHICULAR,SIN,1990-09-18
-74.135438799999974,4.614150360000053,818,KR 69B X AV PRIMERO DE MAYO (AC 26 S),KENNEDY,VEHICULAR,"BOTON, SONORO",1988-02-26
-74.134080779999977,4.585416950000024,1091,AV JORGE GAITAN CORTES (KR 33) X CL 49A S,TUNJUELITO,VEHICULAR,SIN,2004-07-22
-74.133258199999943,4.585562650000043,1090,AV JORGE GAITAN CORTES (KR 33) X CL 48C S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1993-12-21
-74.128553839999938,4.586702570000057,1081,AV JORGE GAITAN CORTES (KR 33) X AV SANTA LUCIA (CL 44 S) ,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1989-10-01
-74.133172449999961,4.599952520000045,810,KR 52C X CL 40 S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1994-11-29
-74.126300389999983,4.595560120000073,1073,AV BATALLON CALDAS (AK 50) X CL 39A S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-09-09
-74.122478569999942,4.593983920000028,1059,AV CIUDAD DE QUITO (TV 35) X CL 38BIS S,PUENTE ARANDA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2005-08-04
-74.125305479999952,4.59775207000007,790,AV BATALLON CALDAS (AK 50) X CL 37A S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-10-07
-74.134506579999936,4.600843470000029,815,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 40 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-01-06
-74.143958174999966,4.601210192000053,842,AV BOYACA (AK 72) X CL 43A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-04-05
-74.145807999999988,4.606581190000043,851,KR 72H Y KR 72G X AV POPORO QUIMBAYA (CL 40 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-11-21
-74.142084349999948,4.606480140000031,837,AV BOYACA (AK 72) X CL 39B S Y KR 68L,KENNEDY,"VEHICULAR, PEATONAL",SIN,1993-12-22
-74.141181189999941,4.611060480000049,835,AV BOYACA (AK 72) X CL 37D S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-07-05
-74.160866279999937,4.624608870000031,896,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 40C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2007-03-26
-74.166011439999977,4.632112640000059,909,AV CIUDAD DE CALI (AK 86) X CL 40B S,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-05-11
-74.158829279999964,4.626698390000058,1168,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 38C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2009-12-11
-74.156350259999954,4.618811650000055,886,TV 78B X CL 41 S,KENNEDY,"VEHICULAR, PEATONAL","BOTON, SONORO",2004-10-21
-74.158456559999934,4.622384980000049,891,KR 79 X CL 40C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2007-03-26
-74.156506029999946,4.62450817000007,887,KR 79 X CL 38C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1987-12-29
-74.154597429999967,4.622747040000036,881,KR 78K X CL 38C S,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1987-12-29
-74.153369659999953,4.624087650000035,875,KR 78K X CL 37 S,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1987-12-29
-74.152724489999969,4.624788150000029,871,KR 78K X CL 36 S,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2006-10-17
-74.17993434999994,4.634586850000062,1154,AV TINTAL (AK 89B) X CL 49 S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-07-24
-74.164255829999945,4.618165300000044,906,KR 79 X AV CIUDAD DE VILLAVICENCIO (AC 43 S) ,KENNEDY,"VEHICULAR, PEATONAL",SIN,1987-12-29
-74.161127069999964,4.619998690000045,895,KR 79 X CL 42 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-23
-74.160034369999948,4.62065098000005,893,KR 79 X CL 41D S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-23
-74.190592599999945,4.603071810000074,941,TV 78L X DG 69B S,BOSA,"VEHICULAR, PEATONAL",SIN,1998-01-07
-74.188981799999965,4.604151240000022,937,TV 78L X CL 68A S,BOSA,"VEHICULAR, PEATONAL",SIN,1998-04-28
-74.183611120999956,4.604899053000054,1132,KR 78J X CL 65 S,BOSA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2008-10-21
-74.184236149999947,4.60628145000004,932,KR 79C X CL 65 S,BOSA,VEHICULAR,SIN,1995-10-05
-74.185003579999943,4.607957750000026,934,KR 80C X CL 65 S,BOSA,"VEHICULAR, PEATONAL",SIN,1998-04-28
-74.191599289999942,4.62596934000004,940,KR 88C X CL 59C S,BOSA,"VEHICULAR, PEATONAL",SIN,2006-10-10
-74.194086239999933,4.629094260000045,1129,AK 89B X CL 61A S,BOSA,"VEHICULAR, PEATONAL",SIN,2008-10-31
-74.192671389999987,4.629687280000042,1141,AK 89B X CL 59C S,BOSA,"VEHICULAR, PEATONAL",SIN,2008-10-31
-74.190352059999952,4.622560720000024,939,KR 87C X CL 62 S,BOSA,"VEHICULAR, PEATONAL",SIN,2006-09-12
-74.18913600999997,4.622996260000036,938,KR 87C Y TV 87C X CL 59C S,BOSA,"VEHICULAR, PEATONAL",SIN,2006-09-12
-74.162560199999973,4.615291740000032,901,AV PRIMERO DE MAYO (TV 78H) X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,1988-02-26
-74.159811679999962,4.615937280000026,892,AV PRIMERO DE MAYO (TV 78H) X CL 42 S,KENNEDY,VEHICULAR,SIN,1988-02-26
-74.17092077999996,4.613614160000054,917,AV PRIMERO DE MAYO (TV 78N) X CL 53 S,KENNEDY,VEHICULAR,SIN,2000-10-09
-74.167270559999963,4.616319910000072,911,KR 79 X CL 47B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-12-21
-74.16134040999998,4.589506110000059,1121,AV CIUDAD DE VILLAVICENCIO (AK 70C) X CL 63 S,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,2000-07-14
-74.161223519999965,4.589933770000073,1120,AV CIUDAD DE VILLAVICENCIO (AK 70C) X CL 62B S,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,2000-07-14
-74.162210909999942,4.599728660000039,900,AV CIUDAD DE VILLAVICENCIO (AK 71B) X CL 57B S,BOSA,"VEHICULAR, PEATONAL",SIN,2001-11-10
-74.158064399999944,4.596037350000074,1119,KR 67 X AV DEL SUR (AC 57R S) ,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1998-12-09
-74.15458265999996,4.599900150000053,882,KR 63 X CL 57B S,BOSA,VEHICULAR,SIN,2004-05-14
-74.181110929999988,4.630572530000052,933,KR 88C X CL 51 S,BOSA,"VEHICULAR, PEATONAL",SIN,2007-04-13
-74.169074909999949,4.618768780000039,914,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 47B S,KENNEDY,VEHICULAR,SIN,1993-12-20
-74.167937689999974,4.619848930000046,912,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 46 S,KENNEDY,VEHICULAR,SIN,1993-12-20
-74.170653799999968,4.628508840000052,916,AV CIUDAD DE CALI (AK 86) X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-07-22
-74.167906609999989,4.630460410000069,1128,AV  CIUDAD DE CALI (AK 86) X CL 42A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2008-05-16
-74.150862390999976,4.603379243000063,867,KR 72J X CL 45 S,KENNEDY,VEHICULAR,SIN,2004-05-13
-74.157616029999986,4.616323890000046,888,AV PRIMERO DE MAYO (TV 78H) X CL 41B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-06-17
-74.154369279999969,4.616875340000036,880,AV PRIMERO DE MAYO (TV 74F) X CL 40F S,KENNEDY,VEHICULAR,SIN,1988-02-26
-74.152804839999988,4.617174270000021,872,AV PRIMERO DE MAYO (TV 73D) X AV POPORO QUIMBAYA (CL 40 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,1988-02-26
-74.150780869999949,4.614034190000041,866,KR 73 X AV  POPORO QUIMBAYA (CL 40 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-10-15
-74.17899110999997,4.62428508000005,925,AV CIUDAD DE CALI (AK 86) X CL 53 S,BOSA,"VEHICULAR, PEATONAL",SIN,2004-07-09
-74.182646975999944,4.633658282000056,1157,AK 89B X CL 51 S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-10-19
-74.160740440999973,4.636747208000031,894,AV CIUDAD DE CALI (AK 86) X CL 33BIS S,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-05-07
-74.15812982999995,4.638843740000027,890,AV CIUDAD DE CALI (AK 86) X CL 1B,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-05-07
-74.156461852999939,4.640461323000068,885,AV CIUDAD DE CALI (AK 86) X AV MANUEL CEPEDA VARGAS (DG 3),KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-07-23
-74.153473321999968,4.63575353300007,879,AV AGOBERTO MEJIA CIFUENTES (AK 80G) X AV MANUEL CEPEDA VARGAS (DG 3),KENNEDY,"VEHICULAR, PEATONAL",SIN,2003-12-11
-74.183512149999956,4.619367950000026,928,TV 85 X CL 57B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-03-16
-74.188836980999952,4.631216434000066,1162,AK 89B X CL 56F S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-10-30
-74.188372536999964,4.631355670000062,1161,AK 89B X CL 56 S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-10-30
-74.186578039999972,4.628011140000069,935,KR 88C X CL 56 S,BOSA,"VEHICULAR, PEATONAL",SIN,2007-04-14
-74.151301509999939,4.572208130000036,1115,KR 38 X AV CIUDAD DE VILLAVICENCIO (AC 61 S) ,CIUDAD BOLIVAR,VEHICULAR,SIN,1998-08-05
-74.157362819999946,4.580552460000035,1118,AV JORGE GAITAN CORTES (AK 51) X AV CIUDAD DE VILLAVICENCIO (AC 68 S),CIUDAD BOLIVAR,VEHICULAR,SIN,1995-05-13
-74.156082359999971,4.578122950000022,1117,KR 49 Y TV 49 X AV CIUDAD DE VILLAVICENCIO (AC 68 S)  ,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.151763829999936,4.580718810000064,1156,AV JORGE GAITAN CORTES (AK 51) X CL 58A S,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,2009-07-30
-74.122539845999938,4.520733118000066,1057,AUTOPISTA AL LLANO (AK 14V) X DG 69F S,USME,EXCLUSIVA PEATONAL,BOTON,2007-10-11
-74.119685419999939,4.527596850000066,1054,KR 13 X CABECERA SUR PORTAL USME,USME,VEHICULAR,SIN,2004-08-26
-74.120929249999961,4.544280610000044,1052,AV CARACAS (AK 14) X CL 56 S,USME,"VEHICULAR, PEATONAL",BOTON,1993-12-30
-74.145070299999986,4.567578730000037,1112,KR 22B X AV TUNJUELITO (DG 62 S)  ,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1998-08-05
-74.138857369999982,4.561281010000073,1102,AV BOYACA (KR 19) X CL 60C S,CIUDAD BOLIVAR,EXCLUSIVA PEATONAL,SIN,2007-09-10
-74.140254179999943,4.567045630000052,1104,AV CIUDAD DE VILLAVICENCIO (KR 19C) X ENTRADA PORTAL TUNAL,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2002-03-02
-74.138904739999987,4.569710410000027,1100,AV BOYACA (CL 58A S) X ENTRADA PORTAL TUNAL,TUNJUELITO,"VEHICULAR, PEATONAL",VIDEO DETECTOR,2002-05-25
-74.12276935999995,4.558427170000073,1058,KR 10 X AV CARACAS (AC 51 S),TUNJUELITO,VEHICULAR,SIN,2004-09-29
-74.124238379999952,4.560713440000029,1062,KR 12 X AV CARACAS (AC 51 S),TUNJUELITO,EXCLUSIVA PEATONAL,SIN,1993-12-07
-74.12534777999997,4.564033250000023,1067,KR 13A X AV CARACAS (AC 51 S),TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1991-02-05
-74.125938959999985,4.565035600000044,1074,KR 13C X AV CARACAS (AC 51 S),TUNJUELITO,VEHICULAR,SIN,1985-06-20
-74.132216879999987,4.576191160000064,1089,AV MARISCAL SUCRE (KR 24) X CL 52B S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1990-09-18
-74.130151068999965,4.570566202000066,1085,AV CIUDAD DE VILLAVICENCIO (KR 19C) X CL 51 S,TUNJUELITO,"VEHICULAR, PEATONAL","BOTON, SONORO",1990-06-21
-74.128996359999974,4.570800260000056,1082,AV CIUDAD DE VILLAVICENCIO (KR 19C) X CL 48C S Y DG 48 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1990-06-21
-74.126671589999944,4.57593963000005,1077,KR 23 Y TV 23BIS X CL 46 S Y DG 44B S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1988-04-18
-74.134330889999944,4.568629700000031,1092,AV CIUDAD DE VILLAVICENCIO (KR 19C) X CL 55 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2003-05-09
-74.140758319999975,4.576575370000057,1105,KR 25 X AV BOYACA (CL 56A S),TUNJUELITO,VEHICULAR,SIN,1998-09-05
-74.13640597999995,4.578451480000069,1096,KR 25 X CL 52F S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2004-12-15
-74.13003802999998,4.567216470000062,1177,KR 18B X CL 53 S Y DG 54 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1979-04-04
-74.106890139999962,4.579177450000032,1025,AV CARACAS (AK 14) X CL 27 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1998-07-23
-74.104163959999937,4.580586320000066,1019,AV CARACAS (AK 14) X CL 24 S,RAFAEL URIBE,EXCLUSIVA PEATONAL,SIN,1989-03-27
-74.103601269999956,4.582624000000067,1016,KR 18 X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,VEHICULAR,SIN,1990-11-04
-74.105105259999959,4.584495700000048,1022,AV MARISCAL SUCRE (TV 21A) X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1998-04-23
-74.104097369999977,4.583250600000042,1017,KR 19 X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1990-11-04
-74.112958059999983,4.555168080000044,1036,KR 5L BIS Y TV 5P X CL 48P S ,RAFAEL URIBE,VEHICULAR,SIN,1993-12-21
-74.11254157999997,4.555088380000029,1034,AV DARIO ECHANDIA (KR 5L) X CL 48P S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1993-12-21
-74.102311979999968,4.567283660000044,1012,AV FERNANDO MAZUERA (AK 10) X CL 34 S,SAN CRISTOBAL,VEHICULAR,SIN,2000-09-19
-74.117573009999944,4.57636197000005,1048,AV CARACAS (AK 14) X AV QUIROGA (CL 36 S),RAFAEL URIBE,VEHICULAR,SIN,1983-09-12
-74.115020749999985,4.576715900000067,1042,AV CARACAS (AK 14) X CL 33 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1984-08-25
-74.110763196999983,4.57780983400005,1031,AV CARACAS (AK 14) X CL 31 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2004-11-04
-74.114061939999942,4.583253840000054,1037,AV MARISCAL SUCRE (KR 24) X CL 31B S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1990-09-19
-74.110928699999988,4.58429730000006,1032,AV MARISCAL SUCRE (KR 24) X CL 28 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1988-04-14
-74.088956648999954,4.562423803000058,968,AV LA VICTORIA (AK 4 ESTE) X CL 29 S,SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2006-10-20
-74.100946979999947,4.56880768000002,1007,AV FERNANDO MAZUERA (AK 10) X CL 31 S,SAN CRISTOBAL,"VEHICULAR, PEATONAL",BUCLE,2012-06-15
-74.09803409999995,4.572127710000075,994,AV FERNANDO MAZUERA (AK 10) X AV JOSE ASUNCION SILVA (CL 27 S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2004-05-21
-74.096354669999982,4.57081689000006,988,KR 8 X AV JOSE ASUNCION SILVA (CL 27 S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,1993-12-30
-74.095415439999954,4.571801510000057,983,KR 8 X CL 25 S,SAN CRISTOBAL,VEHICULAR,SIN,1984-08-11
-74.093819309999958,4.570257410000068,977,KR 6 X CL 25 S,SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,1993-12-20
-74.102439239999967,4.581351980000022,1014,AV CARACAS (AK 14) X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1990-12-06
-74.102759039999967,4.584568150000052,1013,KR 19 X TV 21A,ANTONIO NARINO,"VEHICULAR, PEATONAL","BOTON, SONORO",1990-09-28
-74.102001259999952,4.584171380000043,1011,KR 18 X CL 19 S,ANTONIO NARINO,"VEHICULAR, PEATONAL","BOTON, SONORO",1990-09-28
-74.098826169999938,4.558979940000029,1164,KR 3B X AV CIUDAD DE VILLAVICENCIO (CL 37A S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2009-11-20
-74.099972199999968,4.563882000000035,1391,KR 5A X CL 34 S,SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2000-10-09
-74.097313769999971,4.582448250000027,991,KR 12D X CL 17 S,ANTONIO NARINO,VEHICULAR,SIN,1998-03-18
-74.09297246999995,4.574343680000027,975,KR 8 X AV PRIMERO DE MAYO (AC 22 S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,1993-12-20
-74.091470679999986,4.572678210000049,972,KR 6 X AV PRIMERO DE MAYO (CL 22 S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,1998-08-05
-74.085554979999984,4.569531310000059,957,AV LA VICTORIA (KR 3 ESTE) X AV PRIMERO DE MAYO (AC 22 S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,1995-03-04
-74.08909387999995,4.575983330000042,964,KR 6 X CL 17 S ,SAN CRISTOBAL,"VEHICULAR, PEATONAL","BOTON, SONORO",1993-12-20
-74.09073707999994,4.577038080000022,970,KR 8 X CL 17 S,SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2004-10-22
-74.089880619999974,4.582225310000069,967,AV FERNANDO MAZUERA (AK 10) X AV FUCHA (AC 11 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1983-06-28
-74.09458251999996,4.575878010000054,981,AV FERNANDO MAZUERA (AK 10) X AV PRIMERO DE MAYO (AC 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1995-10-05
-74.099877609999965,4.579597350000029,999,KR 12D X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,VEHICULAR,SIN,1998-01-15
-74.100474838999958,4.58236282300004,1003,AV CARACAS (AK 14) X CL 19 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1990-12-06
-74.098831189999942,4.580749490000073,998,KR 12D X CL 19 S,ANTONIO NARINO,VEHICULAR,SIN,1990-12-19
-74.098515839999948,4.583407340000065,997,AV CARACAS (AK 14) X CL 17 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1994-06-17
-74.09645514999994,4.577280320000057,1125,KR 11 X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,2008-12-20
-74.094309639999949,4.579764450000027,980,KR 11 X CL 17 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,2006-11-17
-74.182447163999939,4.605275554000059,1131,KR 78J X CL 63 S,BOSA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2008-10-21
-74.183185439999988,4.606684640000026,930,KR 79C X CL 63 S,BOSA,VEHICULAR,SIN,1995-10-05
-74.181211969999936,4.608657110000024,929,AV AGOBERTO MEJIA CIFUENTES (KR 80) X AV BOSA (CL 59 S),BOSA,"VEHICULAR, PEATONAL",SIN,1995-02-15
-74.176372429999958,4.613086160000023,923,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 57A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1993-12-03
-74.174704129999952,4.614476180000054,921,AV AGOBERTO MEJIA CIFUENTES (AK 80) X AV PRIMERO DE MAYO (AC 55 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,1996-03-16
-74.171854959999962,4.613299360000042,918,KR 79 X AV PRIMERO DE MAYO (TV 79) ,KENNEDY,VEHICULAR,SIN,2000-10-09
-74.086693729999979,4.578876020000052,960,KR 7 X AV FUCHA (AC 11 S),SAN CRISTOBAL,VEHICULAR,SIN,1993-12-29
-74.088124379999954,4.580796960000043,963,KR 8 X AV FUCHA (AC 11 S),SAN CRISTOBAL,VEHICULAR,SIN,1993-12-20
-74.079039209999962,4.57282084000002,948,KR 6 ESTE X AV FUCHA (AC 11 S),SAN CRISTOBAL,"VEHICULAR, PEATONAL","BOTON, SONORO",2006-10-18
-74.177571459999967,4.597014720000061,924,AV DEL SUR (KR 77G) X AV BOSA (CL 59 S),BOSA,"VEHICULAR, PEATONAL",SIN,1993-12-03
-74.099091329999965,4.599864340000067,664,AV GENERAL SANTANDER (AK 27) X CL 2,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-12-21
-74.095846549999976,4.594041150000066,984,AV MARISCAL SUCRE (TV 22) X AV DE LA HORTUA (CL 1),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2004-03-31
-74.096821299999988,4.596138220000057,989,KR 24B X CL 1F,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-07-07
-74.096002639999938,4.595875720000038,986,KR 24 X CL 1F,LOS MARTIRES,VEHICULAR,SIN,2006-02-17
-74.094306509999967,4.593607880000036,979,KR 19D X AV DE LA HORTUA (CL 1),LOS MARTIRES,VEHICULAR,SIN,1990-10-17
-74.095535269999971,4.597437100000036,638,KR 24 X CL 2,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-21
-74.096647819999987,4.600647080000044,645,KR 26 X CL 3,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2004-08-26
-74.096119619999968,4.586718680000047,987,KR 15 X AV FUCHA (AC 11 S),ANTONIO NARINO,VEHICULAR,SIN,1998-08-02
-74.126677549999954,4.566802220000056,1076,AV CARACAS (TV 14) X DG 51B S,TUNJUELITO,VEHICULAR,SIN,1990-12-03
-74.122216339999966,4.557691510000041,1056,KR 9 X AV CARACAS (AC 51 S),TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2002-01-18
-74.125568639999983,4.569243920000076,1071,AV CARACAS (AK 14) X AV CIUDAD DE VILLAVICENCIO (DG 48 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1990-12-03
-74.12498469999997,4.570147837000036,1065,AV CARACAS (TV 14) X CL 46 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2001-08-31
-74.123189529999934,4.574826560000076,1137,AV CARACAS (AK 14) X CL 43 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1985-07-26
-74.121116789999974,4.575634300000047,1053,AV CARACAS (AK 14) X CL 41B S,RAFAEL URIBE,EXCLUSIVA PEATONAL,"BOTON, SONORO",1990-07-06
-74.119161499999962,4.57606362000007,1050,AV CARACAS (AK 14) X DG 38BIS S,RAFAEL URIBE,EXCLUSIVA PEATONAL,"BOTON, SONORO",1990-07-06
-74.130687639999962,4.576810650000027,1087,AV MARISCAL SUCRE (KR 24) X CL 48C S,TUNJUELITO,"VEHICULAR, PEATONAL","BOTON, SONORO",1990-09-18
-74.131792949999976,4.579683790000047,1088,KR 25 X DG 51A S,TUNJUELITO,VEHICULAR,SIN,1998-02-12
-74.130370329999948,4.579970200000048,1086,KR 25 X CL 48 S,TUNJUELITO,VEHICULAR,SIN,1998-02-12
-74.127508741999975,4.578770922000046,1079,AV MARISCAL SUCRE (KR 24) X CL 46 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1990-09-16
-74.126522694999949,4.581877944000041,1075,KR 26 X AV SANTA LUCIA (CL 44 S) ,RAFAEL URIBE,VEHICULAR,SIN,1988-12-21
-74.127082706999943,4.583176957000035,1078,KR 27 X AV SANTA LUCIA (CL 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1989-10-01
-74.107392499999946,4.498446440000066,1020,AUTOPISTA AL LLANO (KR 1) X CL 91 S,USME,"VEHICULAR, PEATONAL",SIN,2006-10-03
-74.114401489999977,4.506087680000064,1040,AV CARACAS (AK 14) X CL 91 S,USME,"VEHICULAR, PEATONAL",SIN,2001-09-10
-74.114024779999966,4.508096070000022,1041,AV CARACAS (AK 14) X AUTOPISTA AL LLANO (CL 84 S),USME,"VEHICULAR, PEATONAL",VIDEO DETECTOR,1993-12-07
-74.11694442299995,4.516388074000076,1047,AV CARACAS (AK 14) X CL 74A S,USME,EXCLUSIVA PEATONAL,SIN,2008-01-22
-74.104225069999984,4.504705930000057,1176,AUTOPISTA AL LLANO (KR 1) X CL 87C S,USME,"VEHICULAR, PEATONAL",SIN,2009-09-04
-74.086300129999984,4.551507480000055,959,AV DE LOS CERROS (KR 9 E) X AV CIUDAD DE VILLAVICENCIO (CL 36L S),SAN CRISTOBAL,"VEHICULAR, PEATONAL",SIN,2006-09-14
-74.114789839999958,4.55333993000005,1130,KR 5L X CL 49 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2006-12-11
-74.125143339999966,4.578678980000063,1066,KR 23B X AV SANTA LUCIA (AC 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL","BOTON, SONORO",1998-09-05
-74.125537219999956,4.579401620000056,1069,AV MARISCAL SUCRE (KR 24) X AV SANTA LUCIA (AC 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.090573189999986,4.606970100000069,604,KR 24 X CL 10,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-08-19
-74.123837179999953,4.579891600000053,1061,AV MARISCAL SUCRE (KR 24) X CL 42 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1998-01-07
